SQL_ApplicationId,API_DocumentId,API_DocumentTypeId,API_DocumentType,API_DocumentReference,API_DocumentStatusId,API_DocumentStatus,API_TransactionId,API_WorkflowId,API_DisplayName,API_StartDate,API_EndDate,API_AppliedDate,API_TransationStatus,API_TransactionSequence,API_TransactionSubTypeOtherDescription,API_ReasonForChange_Id,API_UserSuppliedText,API_DocumentVersion,API_IssuedDate,API_DocumentKey,API_RiskName,API_StorageId,API_DocumentMetaData
75527,494503,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.1579218+00:00,PR:1039337;MR:51942;RR:505112;TID:6,NDST04,testStorageID,Test1
75527,494504,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.3141792+00:00,PR:1039337;MR:51942;RR:505113;TID:6,NDST05,testStorageID,Test1
75527,494505,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.4704388+00:00,PR:1039337;MR:51942;RR:505114;TID:6,NDST06,testStorageID,Test1
75527,494506,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.626684+00:00,PR:1039337;MR:51942;RR:505115;TID:6,NDST07,testStorageID,Test1
75527,494507,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.7829405+00:00,PR:1039337;MR:51942;RR:505116;TID:6,NDST08,testStorageID,Test1
75527,494508,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,1,2020-03-13T17:19:56.9391924+00:00,PR:1039337;MR:51942;RR:505117;TID:6,NDST09,testStorageID,Test1
75527,494517,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:30.8018908+00:00,PR:1039337;MR:51942;RR:505109;TID:2,NDST01,testStorageID,Test1
75527,494518,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:30.9425014+00:00,PR:1039337;MR:51942;RR:505110;TID:2,NDST02,testStorageID,Test1
75527,494519,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:31.0831245+00:00,PR:1039337;MR:51942;RR:505111;TID:2,NDST03,testStorageID,Test1
75527,494520,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:31.2237477+00:00,PR:1039337;MR:51942;RR:505112;TID:2,NDST04,testStorageID,Test1
75527,494521,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:31.3799959+00:00,PR:1039337;MR:51942;RR:505113;TID:2,NDST05,testStorageID,Test1
75527,494522,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:31.5049869+00:00,PR:1039337;MR:51942;RR:505114;TID:2,NDST06,testStorageID,Test1
75527,494523,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:31.6768636+00:00,PR:1039337;MR:51942;RR:505115;TID:2,NDST07,testStorageID,Test1
75527,494524,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.1924687+00:00,PR:1039337;MR:51942;RR:505116;TID:2,NDST08,testStorageID,Test1
75527,494525,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.3330881+00:00,PR:1039337;MR:51942;RR:505117;TID:2,NDST09,testStorageID,Test1
75527,494526,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.4737059+00:00,PR:1039337;MR:51942;RR:512748;TID:2,NDST10,testStorageID,Test1
75527,494527,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.6143307+00:00,PR:1039337;MR:51942;RR:516614;TID:2,NDST11,testStorageID,Test1
75527,494528,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.7549529+00:00,PR:1039337;MR:51942;RR:517168;TID:2,NDST12,testStorageID,Test1
75527,494529,1,TradingCertificate,null,5,Issued,273503,20207202-a390-493c-861b-eb9e97aaa359,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:56.7809801+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:32.8799461+00:00,PR:1039337;MR:51942;RR:518877;TID:2,NDST13,testStorageID,Test1
75526,494530,1,TradingCertificate,null,5,Issued,273501,da8237d8-4f46-457c-9baf-ccbbb088905f,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:53.3457393+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:33.03619+00:00,PR:1039336;MR:51942;RR:519668;TID:2,SPN-001,testStorageID,Test1
75526,494531,1,TradingCertificate,null,5,Issued,273501,da8237d8-4f46-457c-9baf-ccbbb088905f,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:53.3457393+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:33.192445+00:00,PR:1039336;MR:51942;RR:515049;TID:2,SPN-002,testStorageID,Test1
75526,494532,1,TradingCertificate,null,5,Issued,273501,da8237d8-4f46-457c-9baf-ccbbb088905f,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:53.3457393+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:33.411186+00:00,PR:1039336;MR:51942;RR:520292;TID:2,SPN-005,testStorageID,Test1
75526,494533,1,TradingCertificate,null,5,Issued,273501,da8237d8-4f46-457c-9baf-ccbbb088905f,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:53.3457393+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:33.5674216+00:00,PR:1039336;MR:51942;RR:520293;TID:2,SPN-006,testStorageID,Test1
75526,494534,1,TradingCertificate,null,5,Issued,273501,da8237d8-4f46-457c-9baf-ccbbb088905f,Policy,2020-03-14T12:00:00+00:00,2020-04-14T12:00:00+00:00,2020-03-13T16:54:53.3457393+00:00,Bound,1,null,null,null,2,2020-03-13T17:27:33.7392886+00:00,PR:1039336;MR:51942;RR:524886;TID:2,SPN-007,testStorageID,Test1
75519,494359,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:06.448312+00:00,PR:1033067;MR:58776;RR:531224;TID:5,BLEU DE NIMES,testStorageID,Test1
75519,494360,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:47.761691+00:00,PR:1033067;MR:58776;RR:531224;TID:16,BLEU DE NIMES,testStorageID,Test1
75519,494361,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:47.9023232+00:00,PR:1033067;MR:58776;RR:531224;TID:17,BLEU DE NIMES,testStorageID,Test1
75519,494362,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:48.0429589+00:00,PR:1033067;MR:58776;RR:531224;TID:18,BLEU DE NIMES,testStorageID,Test1
75519,494363,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:48.1835728+00:00,PR:1033067;MR:58776;RR:531224;TID:19,BLEU DE NIMES,testStorageID,Test1
75519,494364,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:48.6367066+00:00,PR:1033067;MR:58776;RR:531224;TID:22,BLEU DE NIMES,testStorageID,Test1
75519,494365,1,TradingCertificate,null,5,Issued,273466,9539575a-0191-48ee-8e56-331b9f0e1d5a,Policy,2020-02-20T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T16:01:48.2238005+00:00,Bound,1,null,null,null,1,2020-03-13T16:08:48.7773407+00:00,PR:1033067;MR:58776;RR:531224;TID:23,BLEU DE NIMES,testStorageID,Test1
75518,494326,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:30.6865237+00:00,PR:1044227;MR:58650;RR:682174;TID:18,MANIFIQ,testStorageID,Test1
75518,494327,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:30.8271522+00:00,PR:1044227;MR:58650;RR:682174;TID:19,MANIFIQ,testStorageID,Test1
75518,494328,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:30.9677812+00:00,PR:1044227;MR:58650;RR:682174;TID:17,MANIFIQ,testStorageID,Test1
75518,494329,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:31.1084019+00:00,PR:1044227;MR:58650;RR:682174;TID:16,MANIFIQ,testStorageID,Test1
75518,494330,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:31.2646759+00:00,PR:1044227;MR:58650;RR:682174;TID:23,MANIFIQ,testStorageID,Test1
75518,494331,1,TradingCertificate,null,5,Issued,273461,23cc14e0-dc9b-46d1-960f-df22631b3987,Non Material Facts,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:44:13.945882+00:00,Bound,2,null,Risk Details - Non Material,null,1,2020-03-13T15:46:31.4052838+00:00,PR:1044227;MR:58650;RR:682174;TID:22,MANIFIQ,testStorageID,Test1
75515,494322,1,TradingCertificate,null,5,Issued,273452,b16d807f-296d-4d07-9429-ac636046480b,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:35:54.6298692+00:00,Bound,1,null,null,null,1,2020-03-13T15:45:23.8413526+00:00,PR:1041582;MR:72876;RR:680933;TID:16,Carte Blanche,testStorageID,Test1
75515,494323,1,TradingCertificate,null,5,Issued,273452,b16d807f-296d-4d07-9429-ac636046480b,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:35:54.6298692+00:00,Bound,1,null,null,null,1,2020-03-13T15:45:23.8413526+00:00,PR:1041582;MR:72876;RR:680933;TID:22,Carte Blanche,testStorageID,Test1
75515,494324,1,TradingCertificate,null,5,Issued,273452,b16d807f-296d-4d07-9429-ac636046480b,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:35:54.6298692+00:00,Bound,1,null,null,null,1,2020-03-13T15:45:23.8413526+00:00,PR:1041582;MR:72876;RR:680933;TID:17,Carte Blanche,testStorageID,Test1
75515,494325,1,TradingCertificate,null,5,Issued,273452,b16d807f-296d-4d07-9429-ac636046480b,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T15:35:54.6298692+00:00,Bound,1,null,null,null,1,2020-03-13T15:45:24.1069881+00:00,PR:1041582;MR:72876;RR:680933;TID:23,Carte Blanche,testStorageID,Test1
75499,494113,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.0544159+00:00,PR:1042373;MR:72980;RR:681390;TID:16,ULTIMA BEACH,testStorageID,Test1
75499,494114,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.2106567+00:00,PR:1042373;MR:72980;RR:681390;TID:17,ULTIMA BEACH,testStorageID,Test1
75499,494115,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.3512781+00:00,PR:1042373;MR:72980;RR:681390;TID:18,ULTIMA BEACH,testStorageID,Test1
75499,494116,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.5231501+00:00,PR:1042373;MR:72980;RR:681390;TID:19,ULTIMA BEACH,testStorageID,Test1
75499,494117,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.6793967+00:00,PR:1042373;MR:72980;RR:681390;TID:22,ULTIMA BEACH,testStorageID,Test1
75499,494118,1,TradingCertificate,null,5,Issued,273357,47bf7e49-48a1-401b-9635-8604495c3292,Policy,2020-03-11T12:00:00+00:00,2021-03-11T12:00:00+00:00,2020-03-13T11:25:44.3135572+00:00,Bound,1,null,null,null,1,2020-03-13T11:30:10.8200153+00:00,PR:1042373;MR:72980;RR:681390;TID:23,ULTIMA BEACH,testStorageID,Test1
75492,493995,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:23.233432+00:00,PR:1044016;MR:73216;RR:682233;TID:16,MOANA,testStorageID,Test1
75492,493996,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:23.3740536+00:00,PR:1044016;MR:73216;RR:682233;TID:17,MOANA,testStorageID,Test1
75492,493997,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:23.5928152+00:00,PR:1044016;MR:73216;RR:682233;TID:18,MOANA,testStorageID,Test1
75492,493998,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:23.7959406+00:00,PR:1044016;MR:73216;RR:682233;TID:19,MOANA,testStorageID,Test1
75492,493999,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:24.1084487+00:00,PR:1044016;MR:73216;RR:682233;TID:22,MOANA,testStorageID,Test1
75492,494000,1,TradingCertificate,null,5,Issued,273317,bf8929c5-231b-4b34-aff1-f8f63a947582,Policy,2020-03-12T12:00:00+00:00,2021-03-12T12:00:00+00:00,2020-03-13T10:31:12.512179+00:00,Bound,1,null,null,null,1,2020-03-13T10:36:24.2803142+00:00,PR:1044016;MR:73216;RR:682233;TID:23,MOANA,testStorageID,Test1
75488,493956,1,TradingCertificate,null,5,Issued,273299,231c784d-c41a-4c36-94d3-96606e10cdd0,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T09:49:09.5322846+00:00,Bound,1,null,null,null,1,2020-03-13T09:50:30.8365486+00:00,PR:1040688;MR:54883;RR:512889;TID:3,RENA S II,testStorageID,Test1
75488,493957,1,TradingCertificate,null,5,Issued,273299,231c784d-c41a-4c36-94d3-96606e10cdd0,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T09:49:09.5322846+00:00,Bound,1,null,null,null,1,2020-03-13T09:50:30.9771742+00:00,PR:1040688;MR:54883;RR:512889;TID:4,RENA S II,testStorageID,Test1
75486,493958,1,TradingCertificate,null,5,Issued,273294,bf2f04e2-e54f-4381-99e8-f6bee0901d92,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T09:47:18.8035218+00:00,Bound,1,null,null,null,1,2020-03-13T09:51:04.4622636+00:00,PR:1040668;MR:54884;RR:512890;TID:3,GEORGIA,testStorageID,Test1
75486,493959,1,TradingCertificate,null,5,Issued,273294,bf2f04e2-e54f-4381-99e8-f6bee0901d92,Policy,2020-03-13T12:00:00+00:00,2021-03-13T12:00:00+00:00,2020-03-13T09:47:18.8035218+00:00,Bound,1,null,null,null,1,2020-03-13T09:51:04.6028855+00:00,PR:1040668;MR:54884;RR:512890;TID:4,GEORGIA,testStorageID,Test1
75479,493903,1,TradingCertificate,null,5,Issued,273267,a396cb5f-4292-46b3-a0f9-dbfb6e504bfd,Policy,2020-04-26T12:00:00+00:00,2021-04-26T12:00:00+00:00,2020-03-13T09:33:43.6143691+00:00,Bound,1,null,null,null,1,2020-03-13T09:35:06.178374+00:00,PR:1042045;MR:72916;RR:681052;TID:5,ABBRACCI,testStorageID,Test1
75455,493701,1,TradingCertificate,null,5,Issued,273147,1c2071f5-6425-409f-87b2-e0c607b953b6,Policy,2020-03-06T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T06:02:57.2878394+00:00,Bound,1,null,null,null,1,2020-03-13T06:11:13.2094023+00:00,PR:1044203;MR:6881;RR:682391;TID:5,Armada Tuah 501,testStorageID,Test1
75455,493702,1,TradingCertificate,null,5,Issued,273147,1c2071f5-6425-409f-87b2-e0c607b953b6,Policy,2020-03-06T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T06:02:57.2878394+00:00,Bound,1,null,null,null,1,2020-03-13T06:11:13.2094023+00:00,PR:1044203;MR:6881;RR:682391;TID:25,Armada Tuah 501,testStorageID,Test1
75455,493704,1,TradingCertificate,null,5,Issued,273147,1c2071f5-6425-409f-87b2-e0c607b953b6,Policy,2020-03-06T12:00:00+00:00,2021-02-20T12:00:00+00:00,2020-03-13T06:02:57.2878394+00:00,Bound,1,null,null,null,1,2020-03-13T06:11:13.3187879+00:00,PR:1044203;MR:6881;RR:682391;TID:26,Armada Tuah 501,testStorageID,Test1
75445,493604,1,TradingCertificate,null,5,Issued,273040,44bd1239-a967-4fd6-ac1c-613b1d1498bc,Policy,2020-03-20T12:00:00+00:00,2020-06-30T12:00:00+00:00,2020-03-12T17:20:04.0365397+00:00,Bound,1,null,null,null,1,2020-03-12T17:40:13.4640633+00:00,PR:1044043;MR:11283;RR:682246;TID:1,FRPD 21,testStorageID,Test1
